'Elapsed time','PCG'
'0:05.567',-286.000
'0:05.568',-282.000
'0:05.568',-289.000
'0:05.569',-359.000
'0:05.569',-333.000
'0:05.570',-450.000
'0:05.570',-407.000
'0:05.571',-395.000
'0:05.571',-500.000
'0:05.572',-417.000
'0:05.572',-440.000
'0:05.573',-514.000
'0:05.573',-424.000
'0:05.574',-471.000
'0:05.574',-464.000
'0:05.575',-507.000
'0:05.575',-414.000
'0:05.576',-423.000
'0:05.576',-352.000
'0:05.577',-292.000
'0:05.577',-267.000
'0:05.578',-197.000
'0:05.578',-145.000
'0:05.579',-134.000
'0:05.579',-68.000
'0:05.580',-90.000
'0:05.580',-6.000
'0:05.581',-15.000
'0:05.581',40.000
'0:05.582',24.000
'0:05.582',25.000
'0:05.583',82.000
'0:05.583',83.000
'0:05.584',134.000
'0:05.584',138.000
'0:05.585',184.000
'0:05.585',130.000
'0:05.586',211.000
'0:05.586',255.000
'0:05.587',253.000
'0:05.587',279.000
'0:05.588',278.000
'0:05.588',347.000
'0:05.589',427.000
'0:05.589',400.000
'0:05.590',505.000
'0:05.590',474.000
'0:05.591',516.000
'0:05.591',543.000
'0:05.592',497.000
'0:05.592',524.000
'0:05.593',467.000
'0:05.593',481.000
'0:05.594',456.000
'0:05.594',454.000
'0:05.595',408.000
'0:05.595',433.000
'0:05.596',433.000
'0:05.596',411.000
'0:05.597',409.000
'0:05.597',402.000
'0:05.598',357.000
'0:05.598',400.000
'0:05.599',333.000
'0:05.599',348.000
'0:05.600',288.000
'0:05.600',258.000
'0:05.601',231.000
'0:05.601',159.000
'0:05.602',136.000
'0:05.602',98.000
'0:05.603',92.000
'0:05.603',33.000
'0:05.604',-5.000
'0:05.604',-99.000
'0:05.605',-137.000
'0:05.605',-246.000
'0:05.606',-298.000
'0:05.606',-271.000
'0:05.607',-376.000
'0:05.607',-331.000
'0:05.608',-310.000
'0:05.608',-387.000
'0:05.609',-338.000
'0:05.609',-314.000
'0:05.610',-336.000
'0:05.610',-335.000
'0:05.611',-338.000
'0:05.611',-299.000
'0:05.612',-302.000
'0:05.612',-336.000
'0:05.613',-287.000
'0:05.613',-257.000
'0:05.614',-196.000
'0:05.614',-230.000
'0:05.615',-156.000
'0:05.615',-129.000
'0:05.616',-139.000
'0:05.616',-102.000
'0:05.617',-96.000
'0:05.617',-86.000
'0:05.618',-150.000
'0:05.618',-132.000
'0:05.619',-147.000
'0:05.619',-220.000
'0:05.620',-193.000
'0:05.620',-266.000
'0:05.621',-256.000
'0:05.621',-257.000
'0:05.622',-324.000
'0:05.622',-288.000
'0:05.623',-339.000
'0:05.623',-347.000
'0:05.624',-296.000
'0:05.624',-361.000
'0:05.625',-292.000
'0:05.625',-241.000
'0:05.626',-213.000
'0:05.626',-89.000
'0:05.627',-105.000
'0:05.627',-75.000
'0:05.628',-46.000
'0:05.628',-70.000
'0:05.629',-71.000
'0:05.629',-42.000
'0:05.630',-68.000
'0:05.630',-59.000
'0:05.631',-14.000
'0:05.631',-60.000
'0:05.632',27.000
'0:05.632',23.000
'0:05.633',49.000
'0:05.633',98.000
'0:05.634',47.000
'0:05.634',128.000
'0:05.635',214.000
'0:05.635',185.000
'0:05.636',246.000
'0:05.636',241.000
'0:05.637',313.000
'0:05.637',335.000
'0:05.638',398.000
'0:05.638',373.000
'0:05.639',411.000
'0:05.639',412.000
'0:05.640',434.000
'0:05.640',400.000
'0:05.641',367.000
'0:05.641',316.000
'0:05.642',331.000
'0:05.642',239.000
'0:05.643',253.000
'0:05.643',236.000
'0:05.644',216.000
'0:05.644',247.000
'0:05.645',206.000
'0:05.645',285.000
'0:05.646',256.000
'0:05.646',290.000
'0:05.647',209.000
'0:05.647',206.000
'0:05.648',205.000
'0:05.648',123.000
'0:05.649',126.000
'0:05.649',80.000
'0:05.650',68.000
'0:05.650',100.000
'0:05.651',55.000
'0:05.651',59.000
'0:05.652',0.000
'0:05.652',31.000
'0:05.653',49.000
'0:05.653',5.000
'0:05.654',-50.000
'0:05.654',-17.000
'0:05.655',-79.000
'0:05.655',-80.000
'0:05.656',-15.000
'0:05.656',-72.000
'0:05.657',-22.000
'0:05.657',-43.000
'0:05.658',-97.000
'0:05.658',-28.000
'0:05.659',-76.000
'0:05.659',-137.000
'0:05.660',-87.000
'0:05.660',-187.000
'0:05.661',-137.000
'0:05.661',-103.000
'0:05.662',-135.000
'0:05.662',-193.000
'0:05.663',-135.000
'0:05.663',-94.000
'0:05.664',-143.000
'0:05.664',-140.000
'0:05.665',-134.000
'0:05.665',-156.000
'0:05.666',-135.000
'0:05.666',-128.000
'0:05.667',-118.000
'0:05.667',-148.000
'0:05.668',-89.000
'0:05.668',-49.000
'0:05.669',-43.000
'0:05.669',33.000
'0:05.670',44.000
'0:05.670',46.000
'0:05.671',98.000
'0:05.671',175.000
'0:05.672',98.000
'0:05.672',142.000
'0:05.673',122.000
'0:05.673',127.000
'0:05.674',146.000
'0:05.674',122.000
'0:05.675',130.000
'0:05.675',192.000
'0:05.676',232.000
'0:05.676',228.000
'0:05.677',231.000
'0:05.677',265.000
'0:05.678',276.000
'0:05.678',259.000
'0:05.679',293.000
'0:05.679',241.000
'0:05.680',318.000
'0:05.680',284.000
'0:05.681',272.000
'0:05.681',279.000
'0:05.682',197.000
'0:05.682',231.000
'0:05.683',152.000
'0:05.683',143.000
'0:05.684',88.000
'0:05.684',-7.000
'0:05.685',19.000
'0:05.685',-111.000
'0:05.686',-157.000
'0:05.686',-186.000
'0:05.687',-220.000
'0:05.687',-287.000
'0:05.688',-308.000
'0:05.688',-308.000
'0:05.689',-299.000
'0:05.689',-257.000
'0:05.690',-291.000
'0:05.690',-277.000
'0:05.691',-259.000
'0:05.691',-311.000
'0:05.692',-211.000
'0:05.692',-207.000
'0:05.693',-204.000
'0:05.693',-182.000
'0:05.694',-159.000
'0:05.694',-115.000
'0:05.695',-214.000
'0:05.695',-151.000
'0:05.696',-195.000
'0:05.696',-225.000
'0:05.697',-252.000
'0:05.697',-249.000
'0:05.698',-273.000
'0:05.698',-293.000
'0:05.699',-222.000
'0:05.699',-254.000
'0:05.700',-242.000
'0:05.700',-172.000
'0:05.701',-301.000
'0:05.701',-219.000
'0:05.702',-188.000
'0:05.702',-181.000
'0:05.703',-93.000
'0:05.703',-166.000
'0:05.704',-73.000
'0:05.704',-72.000
'0:05.705',-51.000
'0:05.705',-37.000
'0:05.706',-55.000
'0:05.706',50.000
'0:05.707',16.000
'0:05.707',119.000
'0:05.708',82.000
'0:05.708',56.000
'0:05.709',92.000
'0:05.709',116.000
'0:05.710',216.000
'0:05.710',236.000
'0:05.711',242.000
'0:05.711',307.000
'0:05.712',330.000
'0:05.712',393.000
'0:05.713',422.000
'0:05.713',428.000
'0:05.714',390.000
'0:05.714',406.000
'0:05.715',396.000
'0:05.715',372.000
'0:05.716',396.000
'0:05.716',300.000
'0:05.717',385.000
'0:05.717',356.000
'0:05.718',339.000
'0:05.718',348.000
'0:05.719',282.000
'0:05.719',324.000
'0:05.720',243.000
'0:05.720',252.000
'0:05.721',202.000
'0:05.721',165.000
'0:05.722',127.000
'0:05.722',71.000
'0:05.723',99.000
'0:05.723',89.000
'0:05.724',92.000
'0:05.724',130.000
'0:05.725',84.000
'0:05.725',156.000
'0:05.726',80.000
'0:05.726',112.000
'0:05.727',42.000
'0:05.727',36.000
'0:05.728',81.000
'0:05.728',45.000
'0:05.729',70.000
'0:05.729',91.000
'0:05.730',112.000
'0:05.730',100.000
'0:05.731',63.000
'0:05.731',102.000
'0:05.732',-32.000
'0:05.732',-3.000
'0:05.733',-47.000
'0:05.733',-119.000
'0:05.734',-113.000
'0:05.734',-203.000
'0:05.735',-190.000
'0:05.735',-302.000
'0:05.736',-299.000
'0:05.736',-423.000
'0:05.737',-570.000
'0:05.737',-687.000
'0:05.738',-812.000
'0:05.738',-865.000
'0:05.739',-943.000
'0:05.739',-1006.000
'0:05.740',-1003.000
'0:05.740',-886.000
'0:05.741',-776.000
'0:05.741',-771.000
'0:05.742',-631.000
'0:05.742',-458.000
'0:05.743',-466.000
'0:05.743',-553.000
'0:05.744',-769.000
'0:05.744',-1044.000
'0:05.745',-1430.000
'0:05.745',-1763.000
'0:05.746',-2207.000
'0:05.746',-2784.000
'0:05.747',-3294.000
'0:05.747',-3676.000
'0:05.748',-3790.000
'0:05.748',-3634.000
'0:05.749',-3385.000
'0:05.749',-2685.000
'0:05.750',-1796.000
'0:05.750',-775.000
'0:05.751',147.000
'0:05.751',1111.000
'0:05.752',2082.000
'0:05.752',2999.000
'0:05.753',3872.000
'0:05.753',4379.000
'0:05.754',4733.000
'0:05.754',4880.000
'0:05.755',4871.000
'0:05.755',4810.000
'0:05.756',4513.000
'0:05.756',4034.000
'0:05.757',3382.000
'0:05.757',2841.000
'0:05.758',2248.000
'0:05.758',1692.000
'0:05.759',1351.000
'0:05.759',895.000
'0:05.760',606.000
'0:05.760',339.000
'0:05.761',211.000
'0:05.761',112.000
'0:05.762',14.000
'0:05.762',-9.000
'0:05.763',-78.000
'0:05.763',-198.000
'0:05.764',-436.000
'0:05.764',-766.000
'0:05.765',-1044.000
'0:05.765',-1324.000
'0:05.766',-1497.000
'0:05.766',-1823.000
'0:05.767',-1931.000
'0:05.767',-2123.000
'0:05.768',-2286.000
'0:05.768',-2264.000
'0:05.769',-2218.000
'0:05.769',-2034.000
'0:05.770',-1701.000
'0:05.770',-1291.000
'0:05.771',-778.000
'0:05.771',-289.000
'0:05.772',123.000
'0:05.772',458.000
'0:05.773',715.000
'0:05.773',745.000
'0:05.774',712.000
'0:05.774',634.000
'0:05.775',302.000
'0:05.775',212.000
'0:05.776',-104.000
'0:05.776',-318.000
'0:05.777',-424.000
'0:05.777',-461.000
'0:05.778',-388.000
'0:05.778',-297.000
'0:05.779',-116.000
'0:05.779',70.000
'0:05.780',229.000
'0:05.780',432.000
'0:05.781',560.000
'0:05.781',677.000
'0:05.782',677.000
'0:05.782',675.000
'0:05.783',684.000
'0:05.783',580.000
'0:05.784',502.000
'0:05.784',369.000
'0:05.785',324.000
'0:05.785',225.000
'0:05.786',245.000
'0:05.786',209.000
'0:05.787',240.000
'0:05.787',274.000
'0:05.788',354.000
'0:05.788',416.000
'0:05.789',419.000
'0:05.789',461.000
'0:05.790',528.000
'0:05.790',439.000
'0:05.791',394.000
'0:05.791',284.000
'0:05.792',126.000
'0:05.792',32.000
'0:05.793',-104.000
'0:05.793',-249.000
'0:05.794',-316.000
'0:05.794',-259.000
'0:05.795',-302.000
'0:05.795',-269.000
'0:05.796',-208.000
'0:05.796',-182.000
'0:05.797',-112.000
'0:05.797',-125.000
'0:05.798',-94.000
'0:05.798',-84.000
'0:05.799',-169.000
'0:05.799',-147.000
'0:05.800',-186.000
'0:05.800',-239.000
'0:05.801',-238.000
'0:05.801',-212.000
'0:05.802',-215.000
'0:05.802',-192.000
'0:05.803',-156.000
'0:05.803',-68.000
'0:05.804',-18.000
'0:05.804',29.000
'0:05.805',92.000
'0:05.805',34.000
'0:05.806',-6.000
'0:05.806',35.000
'0:05.807',20.000
'0:05.807',-75.000
'0:05.808',-22.000
'0:05.808',-1.000
'0:05.809',-2.000
'0:05.809',26.000
'0:05.810',126.000
'0:05.810',92.000
'0:05.811',150.000
'0:05.811',161.000
'0:05.812',196.000
'0:05.812',207.000
'0:05.813',222.000
'0:05.813',232.000
'0:05.814',268.000
'0:05.814',233.000
'0:05.815',264.000
'0:05.815',272.000
'0:05.816',248.000
'0:05.816',241.000
'0:05.817',203.000
'0:05.817',237.000
'0:05.818',183.000
'0:05.818',163.000
'0:05.819',119.000
'0:05.819',30.000
'0:05.820',-10.000
'0:05.820',-49.000
'0:05.821',-114.000
'0:05.821',-218.000
'0:05.822',-237.000
'0:05.822',-231.000
'0:05.823',-329.000
'0:05.823',-313.000
'0:05.824',-437.000
'0:05.824',-432.000
'0:05.825',-461.000
'0:05.825',-530.000
'0:05.826',-553.000
'0:05.826',-507.000
'0:05.827',-543.000
'0:05.827',-542.000
'0:05.828',-528.000
'0:05.828',-534.000
'0:05.829',-521.000
'0:05.829',-540.000
'0:05.830',-517.000
'0:05.830',-552.000
'0:05.831',-575.000
'0:05.831',-555.000
'0:05.832',-551.000
'0:05.832',-623.000
'0:05.833',-493.000
'0:05.833',-532.000
'0:05.834',-495.000
'0:05.834',-451.000
'0:05.835',-487.000
'0:05.835',-446.000
'0:05.836',-414.000
'0:05.836',-373.000
'0:05.837',-420.000
'0:05.837',-423.000
'0:05.838',-451.000
'0:05.838',-397.000
'0:05.839',-291.000
'0:05.839',-341.000
'0:05.840',-192.000
'0:05.840',-206.000
'0:05.841',-105.000
'0:05.841',-77.000
'0:05.842',-32.000
'0:05.842',57.000
'0:05.843',19.000
'0:05.843',76.000
'0:05.844',137.000
'0:05.844',181.000
'0:05.845',190.000
'0:05.845',266.000
'0:05.846',228.000
'0:05.846',269.000
'0:05.847',345.000
'0:05.847',298.000
'0:05.848',333.000
'0:05.848',384.000
'0:05.849',315.000
'0:05.849',348.000
'0:05.850',363.000
'0:05.850',360.000
'0:05.851',398.000
'0:05.851',471.000
'0:05.852',462.000
'0:05.852',542.000
'0:05.853',618.000
'0:05.853',602.000
'0:05.854',603.000
'0:05.854',618.000
'0:05.855',604.000
'0:05.855',603.000
'0:05.856',590.000
'0:05.856',588.000
'0:05.857',609.000
'0:05.857',624.000
'0:05.858',639.000
'0:05.858',613.000
'0:05.859',596.000
'0:05.859',565.000
'0:05.860',523.000
'0:05.860',491.000
'0:05.861',446.000
'0:05.861',402.000
'0:05.862',378.000
'0:05.862',366.000
'0:05.863',318.000
'0:05.863',299.000
'0:05.864',271.000
'0:05.864',180.000
'0:05.865',192.000
'0:05.865',156.000
'0:05.866',134.000
'0:05.866',116.000
'0:05.867',90.000
'0:05.867',16.000
'0:05.868',-25.000
'0:05.868',-32.000
'0:05.869',-112.000
'0:05.869',-81.000
'0:05.870',-175.000
'0:05.870',-132.000
'0:05.871',-175.000
'0:05.871',-156.000
'0:05.872',-223.000
'0:05.872',-208.000
'0:05.873',-224.000
'0:05.873',-222.000
'0:05.874',-263.000
'0:05.874',-226.000
'0:05.875',-242.000
'0:05.875',-220.000
'0:05.876',-210.000
'0:05.876',-165.000
'0:05.877',-177.000
'0:05.877',-108.000
'0:05.878',-120.000
'0:05.878',-86.000
'0:05.879',-68.000
'0:05.879',-66.000
'0:05.880',-56.000
'0:05.880',-106.000
'0:05.881',-100.000
'0:05.881',-94.000
'0:05.882',-41.000
'0:05.882',-5.000
'0:05.883',-61.000
'0:05.883',-25.000
'0:05.884',-83.000
'0:05.884',-166.000
'0:05.885',-111.000
'0:05.885',-195.000
'0:05.886',-185.000
'0:05.886',-183.000
'0:05.887',-193.000
'0:05.887',-291.000
'0:05.888',-254.000
'0:05.888',-254.000
'0:05.889',-291.000
'0:05.889',-323.000
'0:05.890',-308.000
'0:05.890',-316.000
'0:05.891',-302.000
'0:05.891',-279.000
'0:05.892',-314.000
'0:05.892',-301.000
'0:05.893',-248.000
'0:05.893',-247.000
'0:05.894',-258.000
'0:05.894',-222.000
'0:05.895',-195.000
'0:05.895',-175.000
'0:05.896',-138.000
'0:05.896',-122.000
'0:05.897',-171.000
'0:05.897',-94.000
'0:05.898',-136.000
'0:05.898',-129.000
'0:05.899',-100.000
'0:05.899',-97.000
'0:05.900',-85.000
'0:05.900',-37.000
'0:05.901',-42.000
'0:05.901',-14.000
'0:05.902',-26.000
'0:05.902',-25.000
'0:05.903',2.000
'0:05.903',32.000
'0:05.904',9.000
'0:05.904',31.000
'0:05.905',99.000
'0:05.905',97.000
'0:05.906',95.000
'0:05.906',125.000
'0:05.907',175.000
'0:05.907',78.000
'0:05.908',110.000
'0:05.908',156.000
'0:05.909',86.000
'0:05.909',107.000
'0:05.910',102.000
'0:05.910',70.000
'0:05.911',31.000
'0:05.911',29.000
'0:05.912',10.000
'0:05.912',77.000
'0:05.913',44.000
'0:05.913',83.000
'0:05.914',116.000
'0:05.914',121.000
'0:05.915',128.000
'0:05.915',154.000
'0:05.916',153.000
'0:05.916',124.000
'0:05.917',182.000
'0:05.917',172.000
'0:05.918',225.000
'0:05.918',177.000
'0:05.919',204.000
'0:05.919',248.000
'0:05.920',216.000
'0:05.920',266.000
'0:05.921',269.000
'0:05.921',227.000
'0:05.922',222.000
'0:05.922',213.000
'0:05.923',185.000
'0:05.923',166.000
'0:05.924',184.000
'0:05.924',145.000
'0:05.925',134.000
'0:05.925',204.000
'0:05.926',86.000
'0:05.926',149.000
'0:05.927',94.000
'0:05.927',72.000
'0:05.928',101.000
'0:05.928',27.000
'0:05.929',67.000
'0:05.929',52.000
'0:05.930',35.000
'0:05.930',33.000
'0:05.931',24.000
'0:05.931',90.000
'0:05.932',63.000
'0:05.932',140.000
'0:05.933',141.000
'0:05.933',146.000
'0:05.934',150.000
'0:05.934',74.000
'0:05.935',99.000
'0:05.935',28.000
'0:05.936',134.000
'0:05.936',18.000
'0:05.937',49.000
'0:05.937',55.000
'0:05.938',26.000
'0:05.938',55.000
'0:05.939',11.000
'0:05.939',-9.000
'0:05.940',-94.000
'0:05.940',-22.000
'0:05.941',-14.000
'0:05.941',-142.000
'0:05.942',-99.000
'0:05.942',-112.000
'0:05.943',-134.000
'0:05.943',-173.000
'0:05.944',-200.000
'0:05.944',-128.000
'0:05.945',-215.000
'0:05.945',-183.000
'0:05.946',-176.000
'0:05.946',-219.000
'0:05.947',-176.000
'0:05.947',-179.000
'0:05.948',-136.000
'0:05.948',-121.000
'0:05.949',-150.000
'0:05.949',-62.000
'0:05.950',-155.000
'0:05.950',-107.000
'0:05.951',-199.000
'0:05.951',-118.000
'0:05.952',-161.000
'0:05.952',-255.000
'0:05.953',-228.000
'0:05.953',-204.000
'0:05.954',-270.000
'0:05.954',-282.000
'0:05.955',-273.000
'0:05.955',-303.000
'0:05.956',-244.000
'0:05.956',-250.000
'0:05.957',-301.000
'0:05.957',-216.000
'0:05.958',-273.000
'0:05.958',-253.000
'0:05.959',-214.000
'0:05.959',-202.000
'0:05.960',-170.000
'0:05.960',-195.000
'0:05.961',-6.000
'0:05.961',-58.000
'0:05.962',-38.000
'0:05.962',5.000
'0:05.963',-72.000
'0:05.963',29.000
'0:05.964',33.000
'0:05.964',68.000
'0:05.965',100.000
'0:05.965',175.000
'0:05.966',183.000
'0:05.966',174.000
'0:05.967',260.000
'0:05.967',242.000
'0:05.968',271.000
'0:05.968',383.000
'0:05.969',306.000
'0:05.969',339.000
'0:05.970',322.000
'0:05.970',276.000
'0:05.971',272.000
'0:05.971',242.000
'0:05.972',224.000
'0:05.972',169.000
'0:05.973',225.000
'0:05.973',213.000
'0:05.974',169.000
'0:05.974',188.000
'0:05.975',145.000
'0:05.975',137.000
'0:05.976',79.000
'0:05.976',140.000
'0:05.977',55.000
'0:05.977',-28.000
'0:05.978',67.000
'0:05.978',6.000
'0:05.979',76.000
'0:05.979',51.000
'0:05.980',37.000
'0:05.980',73.000
'0:05.981',54.000
'0:05.981',90.000
'0:05.982',53.000
'0:05.982',98.000
'0:05.983',37.000
'0:05.983',55.000
'0:05.984',103.000
'0:05.984',9.000
'0:05.985',104.000
'0:05.985',27.000
'0:05.986',33.000
'0:05.986',76.000
'0:05.987',62.000
'0:05.987',83.000
'0:05.988',30.000
'0:05.988',66.000
'0:05.989',20.000
'0:05.989',-17.000
'0:05.990',-9.000
'0:05.990',-52.000
'0:05.991',-51.000
'0:05.991',-91.000
'0:05.992',-76.000
'0:05.992',-88.000
'0:05.993',-156.000
'0:05.993',-141.000
'0:05.994',-242.000
'0:05.994',-223.000
'0:05.995',-244.000
'0:05.995',-375.000
'0:05.996',-391.000
'0:05.996',-430.000
'0:05.997',-388.000
'0:05.997',-405.000
'0:05.998',-379.000
'0:05.998',-393.000
'0:05.999',-427.000
'0:05.999',-322.000
'0:06.000',-381.000
'0:06.000',-336.000
'0:06.001',-363.000
'0:06.001',-315.000
'0:06.002',-327.000
'0:06.002',-287.000
'0:06.003',-311.000
'0:06.003',-302.000
'0:06.004',-219.000
'0:06.004',-252.000
'0:06.005',-240.000
'0:06.005',-174.000
'0:06.006',-216.000
'0:06.006',-117.000
'0:06.007',-87.000
'0:06.007',-53.000
'0:06.008',-36.000
'0:06.008',-16.000
'0:06.009',85.000
'0:06.009',35.000
'0:06.010',112.000
'0:06.010',151.000
'0:06.011',258.000
'0:06.011',324.000
'0:06.012',383.000
'0:06.012',418.000
'0:06.013',488.000
'0:06.013',531.000
'0:06.014',523.000
'0:06.014',572.000
'0:06.015',609.000
'0:06.015',602.000
'0:06.016',694.000
'0:06.016',637.000
'0:06.017',640.000
'0:06.017',700.000
'0:06.018',669.000
'0:06.018',652.000
'0:06.019',682.000
'0:06.019',683.000
'0:06.020',618.000
'0:06.020',652.000
'0:06.021',660.000
'0:06.021',576.000
'0:06.022',591.000
'0:06.022',563.000
'0:06.023',515.000
'0:06.023',547.000
'0:06.024',489.000
'0:06.024',524.000
'0:06.025',473.000
'0:06.025',477.000
'0:06.026',344.000
'0:06.026',318.000
'0:06.027',301.000
'0:06.027',159.000
'0:06.028',169.000
'0:06.028',127.000
'0:06.029',56.000
'0:06.029',49.000
'0:06.030',19.000
'0:06.030',-64.000
'0:06.031',-136.000
'0:06.031',-149.000
'0:06.032',-234.000
'0:06.032',-316.000
'0:06.033',-296.000
'0:06.033',-361.000
'0:06.034',-346.000
'0:06.034',-432.000
'0:06.035',-421.000
'0:06.035',-507.000
'0:06.036',-505.000
'0:06.036',-519.000
'0:06.037',-566.000
'0:06.037',-576.000
'0:06.038',-597.000
'0:06.038',-610.000
'0:06.039',-629.000
'0:06.039',-648.000
'0:06.040',-659.000
'0:06.040',-729.000
'0:06.041',-677.000
'0:06.041',-760.000
'0:06.042',-764.000
'0:06.042',-786.000
'0:06.043',-891.000
'0:06.043',-861.000
'0:06.044',-946.000
'0:06.044',-940.000
'0:06.045',-992.000
'0:06.045',-986.000
'0:06.046',-905.000
'0:06.046',-930.000
'0:06.047',-903.000
'0:06.047',-866.000
'0:06.048',-821.000
'0:06.048',-771.000
'0:06.049',-789.000
'0:06.049',-735.000
'0:06.050',-758.000
'0:06.050',-674.000
'0:06.051',-649.000
'0:06.051',-656.000
'0:06.052',-593.000
'0:06.052',-584.000
'0:06.053',-477.000
'0:06.053',-449.000
'0:06.054',-406.000
'0:06.054',-375.000
'0:06.055',-298.000
'0:06.055',-265.000
'0:06.056',-209.000
'0:06.056',-156.000
'0:06.057',-164.000
'0:06.057',-106.000
'0:06.058',-54.000
'0:06.058',-80.000
'0:06.059',25.000
'0:06.059',15.000
'0:06.060',71.000
'0:06.060',84.000
'0:06.061',98.000
'0:06.061',123.000
'0:06.062',188.000
'0:06.062',252.000
'0:06.063',232.000
'0:06.063',273.000
'0:06.064',315.000
'0:06.064',350.000
'0:06.065',412.000
'0:06.065',372.000
'0:06.066',420.000
'0:06.066',468.000
'0:06.067',456.000
'0:06.067',510.000
'0:06.068',435.000
'0:06.068',514.000
'0:06.069',486.000
'0:06.069',503.000
'0:06.070',581.000
'0:06.070',616.000
'0:06.071',640.000
'0:06.071',709.000
'0:06.072',774.000
'0:06.072',739.000
'0:06.073',758.000
'0:06.073',821.000
'0:06.074',691.000
'0:06.074',778.000
'0:06.075',687.000
'0:06.075',694.000
'0:06.076',681.000
'0:06.076',712.000
'0:06.077',637.000
'0:06.077',639.000
'0:06.078',659.000
'0:06.078',632.000
'0:06.079',672.000
'0:06.079',668.000
'0:06.080',688.000
'0:06.080',690.000
'0:06.081',659.000
'0:06.081',665.000
'0:06.082',644.000
'0:06.082',613.000
'0:06.083',641.000
'0:06.083',597.000
'0:06.084',604.000
'0:06.084',526.000
'0:06.085',543.000
'0:06.085',496.000
'0:06.086',432.000
'0:06.086',339.000
'0:06.087',311.000
'0:06.087',292.000
'0:06.088',216.000
'0:06.088',192.000
'0:06.089',213.000
'0:06.089',192.000
'0:06.090',226.000
'0:06.090',155.000
'0:06.091',131.000
'0:06.091',121.000
'0:06.092',71.000
'0:06.092',135.000
'0:06.093',-2.000
'0:06.093',-3.000
'0:06.094',-43.000
'0:06.094',-6.000
'0:06.095',-63.000
'0:06.095',-147.000
'0:06.096',-167.000
'0:06.096',-197.000
'0:06.097',-235.000
'0:06.097',-311.000
'0:06.098',-306.000
'0:06.098',-294.000
'0:06.099',-371.000
'0:06.099',-326.000
'0:06.100',-340.000
'0:06.100',-350.000
'0:06.101',-259.000
'0:06.101',-303.000
'0:06.102',-251.000
'0:06.102',-200.000
'0:06.103',-187.000
'0:06.103',-147.000
'0:06.104',-131.000
'0:06.104',-89.000
'0:06.105',-137.000
'0:06.105',-60.000
'0:06.106',-77.000
'0:06.106',-94.000
'0:06.107',-7.000
'0:06.107',-27.000
'0:06.108',41.000
'0:06.108',-60.000
'0:06.109',48.000
'0:06.109',-11.000
'0:06.110',0.000
'0:06.110',8.000
'0:06.111',-38.000
'0:06.111',16.000
'0:06.112',-41.000
'0:06.112',-61.000
'0:06.113',-84.000
'0:06.113',-56.000
'0:06.114',-161.000
'0:06.114',-182.000
'0:06.115',-149.000
'0:06.115',-277.000
'0:06.116',-259.000
'0:06.116',-303.000
'0:06.117',-371.000
'0:06.117',-351.000
'0:06.118',-408.000
'0:06.118',-480.000
'0:06.119',-494.000
'0:06.119',-546.000
'0:06.120',-580.000
'0:06.120',-636.000
'0:06.121',-662.000
'0:06.121',-689.000
'0:06.122',-747.000
'0:06.122',-773.000
'0:06.123',-808.000
'0:06.123',-831.000
'0:06.124',-858.000
'0:06.124',-806.000
'0:06.125',-797.000
'0:06.125',-749.000
'0:06.126',-703.000
'0:06.126',-725.000
'0:06.127',-687.000
'0:06.127',-657.000
'0:06.128',-664.000
'0:06.128',-602.000
'0:06.129',-605.000
'0:06.129',-560.000
'0:06.130',-513.000
'0:06.130',-427.000
'0:06.131',-416.000
'0:06.131',-328.000
'0:06.132',-227.000
'0:06.132',-247.000
'0:06.133',-138.000
'0:06.133',-123.000
'0:06.134',-75.000
'0:06.134',1.000
'0:06.135',72.000
'0:06.135',108.000
'0:06.136',175.000
'0:06.136',226.000
'0:06.137',255.000
'0:06.137',266.000
'0:06.138',311.000
'0:06.138',347.000
'0:06.139',345.000
'0:06.139',386.000
'0:06.140',372.000
'0:06.140',394.000
'0:06.141',415.000
'0:06.141',461.000
'0:06.142',443.000
'0:06.142',477.000
'0:06.143',447.000
'0:06.143',490.000
'0:06.144',551.000
'0:06.144',558.000
'0:06.145',583.000
'0:06.145',642.000
'0:06.146',636.000
'0:06.146',622.000
'0:06.147',655.000
'0:06.147',610.000
'0:06.148',599.000
'0:06.148',647.000
'0:06.149',576.000
'0:06.149',555.000
'0:06.150',571.000
'0:06.150',580.000
'0:06.151',533.000
'0:06.151',574.000
'0:06.152',533.000
'0:06.152',511.000
'0:06.153',500.000
'0:06.153',507.000
'0:06.154',447.000
'0:06.154',426.000
'0:06.155',417.000
'0:06.155',393.000
'0:06.156',393.000
'0:06.156',297.000
'0:06.157',295.000
'0:06.157',279.000
'0:06.158',261.000
'0:06.158',199.000
'0:06.159',151.000
'0:06.159',108.000
'0:06.160',74.000
'0:06.160',-22.000
'0:06.161',12.000
'0:06.161',-61.000
'0:06.162',-82.000
'0:06.162',-66.000
'0:06.163',-129.000
'0:06.163',-101.000
'0:06.164',-124.000
'0:06.164',-97.000
'0:06.165',-181.000
'0:06.165',-159.000
'0:06.166',-168.000
'0:06.166',-174.000
'0:06.167',-150.000
'0:06.167',-164.000
'0:06.168',-133.000
'0:06.168',-124.000
'0:06.169',-92.000
'0:06.169',-82.000
'0:06.170',-81.000
'0:06.170',-22.000
'0:06.171',-41.000
'0:06.171',-20.000
'0:06.172',7.000
'0:06.172',-28.000
'0:06.173',-68.000
